dataset,feature_a,feature_b,spearman,abs_spearman
dunnhumby,n_baskets,avg_basket_size,-0.03426478539821839,0.03426478539821839
dunnhumby,n_baskets,repeat_rate,0.6568706183544086,0.6568706183544086
dunnhumby,n_baskets,item_entropy,-0.6486953200522234,0.6486953200522234
dunnhumby,n_baskets,singleton_item_share,-0.5473734855332149,0.5473734855332149
dunnhumby,n_baskets,adjacent_basket_jaccard,0.06368226047567462,0.06368226047567462
dunnhumby,n_baskets,recency_frequency_disagreement,0.46158308778037316,0.46158308778037316
dunnhumby,n_baskets,preference_drift,-0.3840247817483345,0.3840247817483345
dunnhumby,n_baskets,recent_basket_novelty,-0.38581774394539425,0.38581774394539425
dunnhumby,n_baskets,popularity_profile,0.04857622308687535,0.04857622308687535
dunnhumby,n_baskets,frequency_popularity_alignment,0.06572197789687233,0.06572197789687233
dunnhumby,n_baskets,neighbor_similarity,0.23753526447671805,0.23753526447671805
dunnhumby,n_baskets,cooccurrence_support,0.053854094374055306,0.053854094374055306
dunnhumby,n_baskets,transition_predictability,0.013072029942075652,0.013072029942075652
dunnhumby,avg_basket_size,repeat_rate,0.26869089620514003,0.26869089620514003
dunnhumby,avg_basket_size,item_entropy,-0.1095280697304851,0.1095280697304851
dunnhumby,avg_basket_size,singleton_item_share,-0.29254544039218405,0.29254544039218405
dunnhumby,avg_basket_size,adjacent_basket_jaccard,0.32927574102377216,0.32927574102377216
dunnhumby,avg_basket_size,recency_frequency_disagreement,0.5410595129150415,0.5410595129150415
dunnhumby,avg_basket_size,preference_drift,-0.29203370562951325,0.29203370562951325
dunnhumby,avg_basket_size,recent_basket_novelty,-0.21485172838717118,0.21485172838717118
dunnhumby,avg_basket_size,popularity_profile,0.02109200958562122,0.02109200958562122
dunnhumby,avg_basket_size,frequency_popularity_alignment,0.06762274470422672,0.06762274470422672
dunnhumby,avg_basket_size,neighbor_similarity,-0.1294681388545862,0.1294681388545862
dunnhumby,avg_basket_size,cooccurrence_support,0.03999829542426566,0.03999829542426566
dunnhumby,avg_basket_size,transition_predictability,0.052319556798072514,0.052319556798072514
dunnhumby,repeat_rate,item_entropy,-0.9469633037966221,0.9469633037966221
dunnhumby,repeat_rate,singleton_item_share,-0.9511429919609061,0.9511429919609061
dunnhumby,repeat_rate,adjacent_basket_jaccard,0.6251339498311156,0.6251339498311156
dunnhumby,repeat_rate,recency_frequency_disagreement,0.24155205435583846,0.24155205435583846
dunnhumby,repeat_rate,preference_drift,-0.9188535647937291,0.9188535647937291
dunnhumby,repeat_rate,recent_basket_novelty,-0.6599729193934023,0.6599729193934023
dunnhumby,repeat_rate,popularity_profile,0.22503699957096412,0.22503699957096412
dunnhumby,repeat_rate,frequency_popularity_alignment,0.17587780040049633,0.17587780040049633
dunnhumby,repeat_rate,neighbor_similarity,0.36787809406686767,0.36787809406686767
dunnhumby,repeat_rate,cooccurrence_support,0.22875431548184397,0.22875431548184397
dunnhumby,repeat_rate,transition_predictability,0.14786754478928996,0.14786754478928996
dunnhumby,item_entropy,singleton_item_share,0.8393317416866365,0.8393317416866365
dunnhumby,item_entropy,adjacent_basket_jaccard,-0.6338065581282077,0.6338065581282077
dunnhumby,item_entropy,recency_frequency_disagreement,-0.1507482100598312,0.1507482100598312
dunnhumby,item_entropy,preference_drift,0.8491366188843054,0.8491366188843054
dunnhumby,item_entropy,recent_basket_novelty,0.6225272565501495,0.6225272565501495
dunnhumby,item_entropy,popularity_profile,-0.22790667106289295,0.22790667106289295
dunnhumby,item_entropy,frequency_popularity_alignment,-0.16979351956269476,0.16979351956269476
dunnhumby,item_entropy,neighbor_similarity,-0.47091527413253487,0.47091527413253487
dunnhumby,item_entropy,cooccurrence_support,-0.23183570293454842,0.23183570293454842
dunnhumby,item_entropy,transition_predictability,-0.15603826490700637,0.15603826490700637
dunnhumby,singleton_item_share,adjacent_basket_jaccard,-0.6166731648362097,0.6166731648362097
dunnhumby,singleton_item_share,recency_frequency_disagreement,-0.2077592229485865,0.2077592229485865
dunnhumby,singleton_item_share,preference_drift,0.8614124789590784,0.8614124789590784
dunnhumby,singleton_item_share,recent_basket_novelty,0.6529086577727714,0.6529086577727714
dunnhumby,singleton_item_share,popularity_profile,-0.22099844195391088,0.22099844195391088
dunnhumby,singleton_item_share,frequency_popularity_alignment,-0.1568820890494018,0.1568820890494018
dunnhumby,singleton_item_share,neighbor_similarity,-0.28606538217822647,0.28606538217822647
dunnhumby,singleton_item_share,cooccurrence_support,-0.21810823809668106,0.21810823809668106
dunnhumby,singleton_item_share,transition_predictability,-0.1389820753674264,0.1389820753674264
dunnhumby,adjacent_basket_jaccard,recency_frequency_disagreement,0.021320792913073545,0.021320792913073545
dunnhumby,adjacent_basket_jaccard,preference_drift,-0.5512360497878167,0.5512360497878167
dunnhumby,adjacent_basket_jaccard,recent_basket_novelty,-0.4508910390094341,0.4508910390094341
dunnhumby,adjacent_basket_jaccard,popularity_profile,0.19892700891892312,0.19892700891892312
dunnhumby,adjacent_basket_jaccard,frequency_popularity_alignment,0.08973085902635672,0.08973085902635672
dunnhumby,adjacent_basket_jaccard,neighbor_similarity,0.2914423548797725,0.2914423548797725
dunnhumby,adjacent_basket_jaccard,cooccurrence_support,0.19482701726932944,0.19482701726932944
dunnhumby,adjacent_basket_jaccard,transition_predictability,0.1478574160424041,0.1478574160424041
dunnhumby,recency_frequency_disagreement,preference_drift,0.04368589677265322,0.04368589677265322
dunnhumby,recency_frequency_disagreement,recent_basket_novelty,-0.05241848314357819,0.05241848314357819
dunnhumby,recency_frequency_disagreement,popularity_profile,-0.0608371513131349,0.0608371513131349
dunnhumby,recency_frequency_disagreement,frequency_popularity_alignment,-0.005378617727067168,0.005378617727067168
dunnhumby,recency_frequency_disagreement,neighbor_similarity,-0.09709452649187349,0.09709452649187349
dunnhumby,recency_frequency_disagreement,cooccurrence_support,-0.05462487819318797,0.05462487819318797
dunnhumby,recency_frequency_disagreement,transition_predictability,-0.11697154016676385,0.11697154016676385
dunnhumby,preference_drift,recent_basket_novelty,0.5465780604813826,0.5465780604813826
dunnhumby,preference_drift,popularity_profile,-0.26559695699604147,0.26559695699604147
dunnhumby,preference_drift,frequency_popularity_alignment,-0.18856963132683302,0.18856963132683302
dunnhumby,preference_drift,neighbor_similarity,-0.3453941308180188,0.3453941308180188
dunnhumby,preference_drift,cooccurrence_support,-0.2702864259017369,0.2702864259017369
dunnhumby,preference_drift,transition_predictability,-0.18586252166000056,0.18586252166000056
dunnhumby,recent_basket_novelty,popularity_profile,-0.14094917379281452,0.14094917379281452
dunnhumby,recent_basket_novelty,frequency_popularity_alignment,-0.0704498761999998,0.0704498761999998
dunnhumby,recent_basket_novelty,neighbor_similarity,-0.24690397029951958,0.24690397029951958
dunnhumby,recent_basket_novelty,cooccurrence_support,-0.13919015600231446,0.13919015600231446
dunnhumby,recent_basket_novelty,transition_predictability,-0.2743174532136181,0.2743174532136181
dunnhumby,popularity_profile,frequency_popularity_alignment,0.37027540968218187,0.37027540968218187
dunnhumby,popularity_profile,neighbor_similarity,0.4490109928816656,0.4490109928816656
dunnhumby,popularity_profile,cooccurrence_support,0.7457813682760586,0.7457813682760586
dunnhumby,popularity_profile,transition_predictability,0.45876235024534745,0.45876235024534745
dunnhumby,frequency_popularity_alignment,neighbor_similarity,0.4657329591992885,0.4657329591992885
dunnhumby,frequency_popularity_alignment,cooccurrence_support,0.42738741451345635,0.42738741451345635
dunnhumby,frequency_popularity_alignment,transition_predictability,0.23379355587927114,0.23379355587927114
dunnhumby,neighbor_similarity,cooccurrence_support,0.6068540124572196,0.6068540124572196
dunnhumby,neighbor_similarity,transition_predictability,0.3327915590027828,0.3327915590027828
dunnhumby,cooccurrence_support,transition_predictability,0.4022735328918825,0.4022735328918825
instacart,n_baskets,avg_basket_size,0.06790772474468786,0.06790772474468786
instacart,n_baskets,repeat_rate,0.7756639834507392,0.7756639834507392
instacart,n_baskets,item_entropy,-0.765804197563935,0.765804197563935
instacart,n_baskets,singleton_item_share,-0.5884005039179789,0.5884005039179789
instacart,n_baskets,adjacent_basket_jaccard,0.014059450634971493,0.014059450634971493
instacart,n_baskets,recency_frequency_disagreement,0.3191455079534845,0.3191455079534845
instacart,n_baskets,preference_drift,-0.5904836256842517,0.5904836256842517
instacart,n_baskets,recent_basket_novelty,-0.5106606582215201,0.5106606582215201
instacart,n_baskets,popularity_profile,0.11505751552294624,0.11505751552294624
instacart,n_baskets,frequency_popularity_alignment,0.19153529223352853,0.19153529223352853
instacart,n_baskets,neighbor_similarity,0.22563673586507044,0.22563673586507044
instacart,n_baskets,cooccurrence_support,0.19615823209572966,0.19615823209572966
instacart,n_baskets,transition_predictability,0.11065573134492736,0.11065573134492736
instacart,avg_basket_size,repeat_rate,0.09794867127456976,0.09794867127456976
instacart,avg_basket_size,item_entropy,0.09438940769838855,0.09438940769838855
instacart,avg_basket_size,singleton_item_share,-0.10195411970842945,0.10195411970842945
instacart,avg_basket_size,adjacent_basket_jaccard,0.0304344011991433,0.0304344011991433
instacart,avg_basket_size,recency_frequency_disagreement,0.5739938913788627,0.5739938913788627
instacart,avg_basket_size,preference_drift,-0.09540037078173373,0.09540037078173373
instacart,avg_basket_size,recent_basket_novelty,0.0036678536716957875,0.0036678536716957875
instacart,avg_basket_size,popularity_profile,0.006586329204542489,0.006586329204542489
instacart,avg_basket_size,frequency_popularity_alignment,0.08068259450993263,0.08068259450993263
instacart,avg_basket_size,neighbor_similarity,-0.17594804115467996,0.17594804115467996
instacart,avg_basket_size,cooccurrence_support,0.023226705143081637,0.023226705143081637
instacart,avg_basket_size,transition_predictability,-0.012593856669157603,0.012593856669157603
instacart,repeat_rate,item_entropy,-0.9147405511326077,0.9147405511326077
instacart,repeat_rate,singleton_item_share,-0.9205328990263028,0.9205328990263028
instacart,repeat_rate,adjacent_basket_jaccard,0.5320754265723847,0.5320754265723847
instacart,repeat_rate,recency_frequency_disagreement,0.0177799903176105,0.0177799903176105
instacart,repeat_rate,preference_drift,-0.9483163747661826,0.9483163747661826
instacart,repeat_rate,recent_basket_novelty,-0.7029441627933797,0.7029441627933797
instacart,repeat_rate,popularity_profile,0.2669686621963807,0.2669686621963807
instacart,repeat_rate,frequency_popularity_alignment,0.18673156006274685,0.18673156006274685
instacart,repeat_rate,neighbor_similarity,0.3277827526076234,0.3277827526076234
instacart,repeat_rate,cooccurrence_support,0.3417251303382747,0.3417251303382747
instacart,repeat_rate,transition_predictability,0.21846365933424136,0.21846365933424136
instacart,item_entropy,singleton_item_share,0.7452067950139677,0.7452067950139677
instacart,item_entropy,adjacent_basket_jaccard,-0.520016725838622,0.520016725838622
instacart,item_entropy,recency_frequency_disagreement,0.06703699706083482,0.06703699706083482
instacart,item_entropy,preference_drift,0.8326403423057146,0.8326403423057146
instacart,item_entropy,recent_basket_novelty,0.6426731447747025,0.6426731447747025
instacart,item_entropy,popularity_profile,-0.236746538046979,0.236746538046979
instacart,item_entropy,frequency_popularity_alignment,-0.17488588569534064,0.17488588569534064
instacart,item_entropy,neighbor_similarity,-0.3848437476112001,0.3848437476112001
instacart,item_entropy,cooccurrence_support,-0.29864849400535626,0.29864849400535626
instacart,item_entropy,transition_predictability,-0.20370821824890595,0.20370821824890595
instacart,singleton_item_share,adjacent_basket_jaccard,-0.5705870375261993,0.5705870375261993
instacart,singleton_item_share,recency_frequency_disagreement,0.0532927272792709,0.0532927272792709
instacart,singleton_item_share,preference_drift,0.8838222253444425,0.8838222253444425
instacart,singleton_item_share,recent_basket_novelty,0.6868136624763622,0.6868136624763622
instacart,singleton_item_share,popularity_profile,-0.2741997142402557,0.2741997142402557
instacart,singleton_item_share,frequency_popularity_alignment,-0.14513328045078538,0.14513328045078538
instacart,singleton_item_share,neighbor_similarity,-0.28477798426730455,0.28477798426730455
instacart,singleton_item_share,cooccurrence_support,-0.33593410206868973,0.33593410206868973
instacart,singleton_item_share,transition_predictability,-0.21744417415993955,0.21744417415993955
instacart,adjacent_basket_jaccard,recency_frequency_disagreement,-0.32118955723937376,0.32118955723937376
instacart,adjacent_basket_jaccard,preference_drift,-0.5710263936477684,0.5710263936477684
instacart,adjacent_basket_jaccard,recent_basket_novelty,-0.41227788711591845,0.41227788711591845
instacart,adjacent_basket_jaccard,popularity_profile,0.2341072963673401,0.2341072963673401
instacart,adjacent_basket_jaccard,frequency_popularity_alignment,0.032655498163233945,0.032655498163233945
instacart,adjacent_basket_jaccard,neighbor_similarity,0.2390734631846529,0.2390734631846529
instacart,adjacent_basket_jaccard,cooccurrence_support,0.2459741030015455,0.2459741030015455
instacart,adjacent_basket_jaccard,transition_predictability,0.1753368183963627,0.1753368183963627
instacart,recency_frequency_disagreement,preference_drift,0.1617722010781577,0.1617722010781577
instacart,recency_frequency_disagreement,recent_basket_novelty,0.21050376438317797,0.21050376438317797
instacart,recency_frequency_disagreement,popularity_profile,-0.09423435657971921,0.09423435657971921
instacart,recency_frequency_disagreement,frequency_popularity_alignment,0.057265299737314174,0.057265299737314174
instacart,recency_frequency_disagreement,neighbor_similarity,-0.1696392137320195,0.1696392137320195
instacart,recency_frequency_disagreement,cooccurrence_support,-0.07057550192121789,0.07057550192121789
